"","from","to","database","source"
"536","CCL11","DPP4","omnipath","omnipath"
"537","CCL11","ACKR4","omnipath","omnipath"
"538","CCL13","CCR1","omnipath","omnipath"
"539","CCL13","CCR2","omnipath","omnipath"
"540","CCL13","CCR3","omnipath","omnipath"
"541","CCL13","CCR5","omnipath","omnipath"
"542","CCL13","CXCR3","omnipath","omnipath"
"543","CCL13","ACKR1","omnipath","omnipath"
"544","CCL13","ACKR2","omnipath","omnipath"
"545","CCL13","ACKR4","omnipath","omnipath"
"546","CCL14","CCR1","omnipath","omnipath"
"547","CCL14","CCR5","omnipath","omnipath"
"548","CCL14","ACKR1","omnipath","omnipath"
"549","CCL14","ACKR2","omnipath","omnipath"
"550","CCL14","CCR3","omnipath","omnipath"
"551","CCL15","CCR1","omnipath","omnipath"
"552","CCL15","CCR3","omnipath","omnipath"
"553","CCL16","CCR2","omnipath","omnipath"
"554","CCL16","CCR5","omnipath","omnipath"
"555","CCL16","HRH4","omnipath","omnipath"
"556","CCL16","CCR1","omnipath","omnipath"
"557","CCL16","CCR8","omnipath","omnipath"
"558","CCL16","ACKR1","omnipath","omnipath"
"559","CCL17","CCR4","omnipath","omnipath"
"560","CCL17","ACKR1","omnipath","omnipath"
"561","CCL17","ACKR2","omnipath","omnipath"
"562","CCL17","CCR8","omnipath","omnipath"
"563","CCL18","CCR5","nichenet_verschueren","nichenet_verschueren"
"564","CCL18","CCR8","omnipath","omnipath"
"565","CCL18","CCR3","omnipath","omnipath"
"566","CCL18","CCR1","omnipath","omnipath"
"567","CCL18","ACKR1","omnipath","omnipath"
"568","CCL19","ACKR4","omnipath","omnipath"
"569","CCL19","CCR7","omnipath","omnipath"
"570","CCL19","CCRL2","omnipath","omnipath"
"571","CCL19","CXCR3","omnipath","omnipath"
"572","CCL19","CCR10","omnipath","omnipath"
"573","CCL19","ACKR2","omnipath","omnipath"
"574","CCL2","CCR2","omnipath","omnipath"
"575","CCL2","CCR3","omnipath","omnipath"
"576","CCL2","CCR5","omnipath","omnipath"
"577","CCL2","CCR4","omnipath","omnipath"
"578","CCL2","ACKR1","omnipath","omnipath"
"579","CCL2","ACKR2","omnipath","omnipath"
"580","CCL2","CCR1","omnipath","omnipath"
"581","CCL2","CCR10","omnipath","omnipath"
"582","CCL2","ACKR4","omnipath","omnipath"
"583","CCL20","CCR6","omnipath","omnipath"
"584","CCL20","CXCR3","omnipath","omnipath"
"585","CCL20","ACKR4","omnipath","omnipath"
"586","CCL21","ACKR4","omnipath","omnipath"
"587","CCL21","CCR7","omnipath","omnipath"
"588","CCL21","CXCR3","omnipath","omnipath"
"589","CCL21","ACKR2","omnipath","omnipath"
"590","CCL22","CCR4","omnipath","omnipath"
"591","CCL22","ACKR2","omnipath","omnipath"
"592","CCL22","DPP4","omnipath","omnipath"
"593","CCL22","ACKR1","omnipath","omnipath"
"594","CCL22","CCR7","omnipath","omnipath"
"595","CCL23","CCR1","omnipath","omnipath"
"596","CCL23","ACKR2","omnipath","omnipath"
"597","CCL23","FPR2","omnipath","omnipath"
"598","CCL24","CCR2","omnipath","omnipath"
"599","CCL24","CCR3","omnipath","omnipath"
"600","CCL24","ACKR2","omnipath","omnipath"
"601","CCL25","ACKR4","omnipath","omnipath"
"602","CCL25","CCR9","omnipath","omnipath"
"603","CCL25","ACKR2","omnipath","omnipath"
"604","CCL25","CCR10","omnipath","omnipath"
"605","CCL26","CCR2","omnipath","omnipath"
"606","CCL26","CCR3","omnipath","omnipath"
"607","CCL26","CCR1","omnipath","omnipath"
"608","CCL26","CCR5","omnipath","omnipath"
"609","CCL26","CX3CR1","omnipath","omnipath"
"610","CCL26","ACKR2","omnipath","omnipath"
"611","CCL27","CCR10","omnipath","omnipath"
"612","CCL27","ADRA2A","omnipath","omnipath"
"613","CCL27","GRM7","omnipath","omnipath"
"614","CCL27","ACKR2","omnipath","omnipath"
"615","CCL27","MTNR1A","omnipath","omnipath"
"616","CCL28","CCR10","omnipath","omnipath"
"617","CCL28","CCR3","omnipath","omnipath"
"618","CCL28","ACKR2","omnipath","omnipath"
"619","CCL28","ADRA2A","omnipath","omnipath"
"620","CCL28","MTNR1A","omnipath","omnipath"
"621","CCL28","GRM7","omnipath","omnipath"
"622","CCL28","ACKR4","omnipath","omnipath"
"623","CCL3","CCR1","omnipath","omnipath"
"624","CCL3","CCR5","omnipath","omnipath"
"625","CCL3","ACKR2","omnipath","omnipath"
"626","CCL3","CCR4","omnipath","omnipath"
"627","CCL3","CCR3","omnipath","omnipath"
"628","CCL3L1","CCR1","nichenet_verschueren","nichenet_verschueren"
"629","CCL3L1","CCR5","nichenet_verschueren","nichenet_verschueren"
"630","CCL3L3","CCR5","omnipath","omnipath"
"631","CCL3L3","ACKR2","omnipath","omnipath"
"632","CCL3L3","CCR1","omnipath","omnipath"
"633","CCL3L3","CCR3","omnipath","omnipath"
"634","CCL4","CCR5","omnipath","omnipath"
"635","CCL4","CCR1","omnipath","omnipath"
"636","CCL4","ACKR2","omnipath","omnipath"
"637","CCL4","CCR8","omnipath","omnipath"
"638","CCL4","CCR3","omnipath","omnipath"
"639","CCL4L1","ACKR2","omnipath","omnipath"
"640","CCL4L1","CCR1","omnipath","omnipath"
"641","CCL4L1","CCR3","omnipath","omnipath"
"642","CCL4L1","CCR5","omnipath","omnipath"
"643","CCL4L2","ACKR2","nichenet_verschueren","nichenet_verschueren"
"644","CCL4L2","CCR1","nichenet_verschueren","nichenet_verschueren"
"645","CCL4L2","CCR5","nichenet_verschueren","nichenet_verschueren"
"646","CCL4L2","CCR8","nichenet_verschueren","nichenet_verschueren"
"647","CCL5","CCR5","omnipath","omnipath"
"648","CCL5","CCR1","omnipath","omnipath"
"649","CCL5","CCR3","omnipath","omnipath"
"650","CCL5","CXCR3","omnipath","omnipath"
"651","CCL5","GPR75","omnipath","omnipath"
"652","CCL5","ACKR1","omnipath","omnipath"
"653","CCL5","ACKR2","omnipath","omnipath"
"654","CCL5","CCR4","omnipath","omnipath"
"655","CCL5","SDC4","omnipath","omnipath"
"656","CCL5","SDC1","omnipath","omnipath"
"657","CCL7","CCR1","omnipath","omnipath"
"658","CCL7","CCR2","omnipath","omnipath"
"659","CCL7","CCR3","omnipath","omnipath"
"660","CCL7","CCR5","omnipath","omnipath"
"661","CCL7","CXCR3","omnipath","omnipath"
"662","CCL7","ACKR2","omnipath","omnipath"
"663","CCL7","ACKR4","omnipath","omnipath"
"664","CCL7","CCR10","omnipath","omnipath"
"665","CCL7","ACKR1","omnipath","omnipath"
"666","CCL8","CCR4","nichenet_verschueren","nichenet_verschueren"
"667","CCL8","CCR8","nichenet_verschueren","nichenet_verschueren"
"668","CCL8","CCR5","omnipath","omnipath"
"669","CCL8","CCR1","omnipath","omnipath"
"670","CCL8","CCR2","omnipath","omnipath"
"671","CCL8","CCR3","omnipath","omnipath"
"672","CCL8","ACKR2","omnipath","omnipath"
"673","CCL8","ACKR4","omnipath","omnipath"
"674","CCL8","ACKR1","omnipath","omnipath"
"675","CCN1","ITGAM","omnipath","omnipath"
"676","CCN1","ITGB3","omnipath","omnipath"
"677","CCN1","TLR2","omnipath","omnipath"
"678","CCN1","ITGAV","omnipath","omnipath"
"679","CCN1","ITGA5","omnipath","omnipath"
"680","CCN1","ITGB5","omnipath","omnipath"
"681","CCN1","TLR4","omnipath","omnipath"
"682","CCN1","ITGB2","omnipath","omnipath"
"683","CCN1","SDC4","omnipath","omnipath"
"684","CCN1","ITGA2B","omnipath","omnipath"
"685","CCN1","ITGA6","omnipath","omnipath"
"686","CCN1","ITGB1","omnipath","omnipath"
"687","CCN1","ITGAD","omnipath","omnipath"
"688","CCN2","LRP6","omnipath","omnipath"
"689","CCN2","ITGAM","omnipath","omnipath"
"690","CCN2","NTRK1","omnipath","omnipath"
"691","CCN2","ITGB2","omnipath","omnipath"
"692","CCN2","LRP1","omnipath","omnipath"
"693","CCN2","ITGA5","omnipath","omnipath"
"694","CCN2","ERBB4","omnipath","omnipath"
"695","CCN2","FGFR2","omnipath","omnipath"
"696","CCN2","IGF2R","omnipath","omnipath"
"697","CCN3","NOTCH1","omnipath","omnipath"
"698","CCN3","PLXNA1","omnipath","omnipath"
"699","CCN4","ITGA5","omnipath","omnipath"
"700","CCN4","ITGB1","omnipath","omnipath"
"701","CCN6","SORL1","omnipath","omnipath"
"702","CD14","PLXND1","nichenet_verschueren","nichenet_verschueren"
"703","CD160","TNFRSF14","omnipath","omnipath"
"704","CD1B","IL6ST","omnipath","omnipath"
"705","CD1D","CEACAM5","omnipath","omnipath"
"706","CD1D","LILRB2","omnipath","omnipath"
"707","CD2","NLGN3","omnipath","omnipath"
"708","CD2","CD53","omnipath","omnipath"
"709","CD200","CD200R1","omnipath","omnipath"
"710","CD200","CD200R1L","omnipath","omnipath"
"711","CD209","ICAM3","omnipath","omnipath"
"712","CD209","CEACAM1","omnipath","omnipath"
"713","CD22","PTPRC","omnipath","omnipath"
"714","CD22","IGSF21","omnipath","omnipath"
"715","CD226","MCAM","nichenet_verschueren","nichenet_verschueren"
"716","CD226","PVR","omnipath","omnipath"
"717","CD226","NECTIN2","omnipath","omnipath"
"718","CD24","SELP","nichenet_verschueren","nichenet_verschueren"
"719","CD244","CSF3R","nichenet_verschueren","nichenet_verschueren"
"720","CD244","CD79B","nichenet_verschueren","nichenet_verschueren"
"721","CD244","MUC15","omnipath","omnipath"
"722","CD244","IYD","omnipath","omnipath"
"723","CD244","LAT","omnipath","omnipath"
"724","CD274","EPHA3","nichenet_verschueren","nichenet_verschueren"
"725","CD274","PDCD1","omnipath","omnipath"
"726","CD274","CD80","omnipath","omnipath"
"727","CD274","NCR3","omnipath","omnipath"
"728","CD28","CD80","omnipath","omnipath"
"729","CD28","CD86","omnipath","omnipath"
"730","CD28","TMEM95","omnipath","omnipath"
"731","CD28","CD247","omnipath","omnipath"
"732","CD28","CD4","omnipath","omnipath"
"733","CD300A","IGSF5","nichenet_verschueren","nichenet_verschueren"
"734","CD300C","IGSF5","nichenet_verschueren","nichenet_verschueren"
"735","CD300C","PTPRO","nichenet_verschueren","nichenet_verschueren"
"736","CD300C","NTNG1","nichenet_verschueren","nichenet_verschueren"
"737","CD300LF","IGSF5","nichenet_verschueren","nichenet_verschueren"
"738","CD300LF","FLT1","nichenet_verschueren","nichenet_verschueren"
"739","CD320","ROR2","nichenet_verschueren","nichenet_verschueren"
"740","CD320","LRPAP1","nichenet_verschueren","nichenet_verschueren"
"741","CD320","SIGLEC7","nichenet_verschueren","nichenet_verschueren"
"742","CD320","JAML","omnipath","omnipath"
"743","CD320","IGSF5","omnipath","omnipath"
"744","CD320","TMEM167A","omnipath","omnipath"
"745","CD34","SELL","omnipath","omnipath"
"746","CD34","SELP","omnipath","omnipath"
"747","CD34","SELE","omnipath","omnipath"
"748","CD34","NECTIN4","omnipath","omnipath"
"749","CD34","NECTIN3","omnipath","omnipath"
"750","CD38","PECAM1","omnipath","omnipath"
"751","CD40","CD40LG","nichenet_verschueren","nichenet_verschueren"
"752","CD40LG","CD40","omnipath","omnipath"
"753","CD40LG","ITGA2B","omnipath","omnipath"
"754","CD40LG","ITGB3","omnipath","omnipath"
"755","CD40LG","ITGA5","omnipath","omnipath"
"756","CD40LG","ITGB1","omnipath","omnipath"
"757","CD40LG","ITGAM","omnipath","omnipath"
"758","CD40LG","ITGB2","omnipath","omnipath"
"759","CD44","HAS2","omnipath","omnipath"
"760","CD44","SELE","omnipath","omnipath"
"761","CD44","CLDN7","omnipath","omnipath"
"762","CD44","EPCAM","omnipath","omnipath"
"763","CD44","ACVR2B","omnipath","omnipath"
"764","CD47","SIRPA","omnipath","omnipath"
"765","CD47","SIRPG","omnipath","omnipath"
"766","CD47","SIGLEC1","omnipath","omnipath"
"767","CD47","SCN1B","omnipath","omnipath"
"768","CD47","PCSK4","omnipath","omnipath"
"769","CD48","CD2","omnipath","omnipath"
"770","CD48","CD244","omnipath","omnipath"
"771","CD48","PDCD1","omnipath","omnipath"
"772","CD52","SIGLEC10","omnipath","omnipath"
"773","CD55","ADGRE5","omnipath","omnipath"
"774","CD55","ADGRE2","omnipath","omnipath"
"775","CD55","CR1","omnipath","omnipath"
"776","CD58","CD2","omnipath","omnipath"
"777","CD58","PTPRT","omnipath","omnipath"
"778","CD59","CD2","omnipath","omnipath"
"779","CD59","SIGLEC1","omnipath","omnipath"
"780","CD59","STAB1","omnipath","omnipath"
"781","CD5L","CD5","omnipath","omnipath"
"782","CD6","ALCAM","omnipath","omnipath"
"783","CD6","SIGLEC8","omnipath","omnipath"
"784","CD6","DAG1","omnipath","omnipath"
"785","CD7","ADAM15","omnipath","omnipath"
"786","CD70","CD27","omnipath","omnipath"
"787","CD72","CD5","omnipath","omnipath"
"788","CD72","SEMA4D","omnipath","omnipath"
"789","CD72","NCAM2","omnipath","omnipath"
"790","CD79B","KREMEN1","nichenet_verschueren","nichenet_verschueren"
"791","CD79B","NTM","nichenet_verschueren","nichenet_verschueren"
"792","CD79B","CD244","nichenet_verschueren","nichenet_verschueren"
"793","CD79B","IGSF21","nichenet_verschueren","nichenet_verschueren"
"794","CD80","CD274","nichenet_verschueren","nichenet_verschueren"
"795","CD80","CD28","omnipath","omnipath"
"796","CD80","CTLA4","omnipath","omnipath"
"797","CD80","NGFR","omnipath","omnipath"
"798","CD82","CD37","omnipath","omnipath"
"799","CD82","ITGB2","omnipath","omnipath"
"800","CD86","CD28","omnipath","omnipath"
"801","CD86","CTLA4","omnipath","omnipath"
"802","CD9","ADAM2","omnipath","omnipath"
"803","CD9","CLDN1","omnipath","omnipath"
"804","CD9","KIT","omnipath","omnipath"
"805","CD9","CD36","omnipath","omnipath"
"806","CD9","IGSF8","omnipath","omnipath"
"807","CD96","NECTIN1","omnipath","omnipath"
"808","CD96","NECTIN2","omnipath","omnipath"
"809","CD96","PVR","omnipath","omnipath"
"810","CD99","CD99","nichenet_verschueren","nichenet_verschueren"
"811","CD99","PILRA","omnipath","omnipath"
"812","CD99","CD81","omnipath","omnipath"
"813","CD99","PILRB","omnipath","omnipath"
"814","CDCP1","EGFR","omnipath","omnipath"
"815","CDH1","CDH1","nichenet_verschueren","nichenet_verschueren"
"816","CDH1","KLRG1","omnipath","omnipath"
"817","CDH1","EGFR","omnipath","omnipath"
"818","CDH1","IGF1R","omnipath","omnipath"
"819","CDH1","ITGB7","omnipath","omnipath"
"820","CDH1","ITGAE","omnipath","omnipath"
"821","CDH1","PTPRM","omnipath","omnipath"
"822","CDH1","PTPRF","omnipath","omnipath"
"823","CDH13","NCAM2","nichenet_verschueren","nichenet_verschueren"
"824","CDH15","CDH15","nichenet_verschueren","nichenet_verschueren"
"825","CDH15","CDON","omnipath","omnipath"
"826","CDH2","CDH2","nichenet_verschueren","nichenet_verschueren"
"827","CDH2","CDON","omnipath","omnipath"
"828","CDH3","CDH3","nichenet_verschueren","nichenet_verschueren"
"829","CDH4","CDH4","nichenet_verschueren","nichenet_verschueren"
"830","CDH5","CDH5","nichenet_verschueren","nichenet_verschueren"
"831","CDH6","CNTN1","omnipath","omnipath"
"832","CDH6","PTGFRN","omnipath","omnipath"
"833","CDH9","BTN3A1","omnipath","omnipath"
"834","CDHR2","CD3D","nichenet_verschueren","nichenet_verschueren"
"835","CDHR2","UNC5A","omnipath","omnipath"
"836","CDHR2","KIRREL1","omnipath","omnipath"
"837","CEACAM1","HAVCR2","omnipath","omnipath"
"838","CEACAM1","EGFR","omnipath","omnipath"
"839","CEACAM1","SELE","omnipath","omnipath"
"840","CEACAM1","CD209","omnipath","omnipath"
"841","CEACAM1","CEACAM5","omnipath","omnipath"
"842","CEACAM20","VSIG8","omnipath","omnipath"
"843","CEACAM21","LILRA6","omnipath","omnipath"
"844","CEACAM3","CEACAM5","nichenet_verschueren","nichenet_verschueren"
"845","CEACAM3","CEACAM7","omnipath","omnipath"
"846","CEACAM3","PTPRD","omnipath","omnipath"
"847","CEACAM4","FLT4","nichenet_verschueren","nichenet_verschueren"
"848","CEACAM5","CEACAM5","nichenet_verschueren","nichenet_verschueren"
"849","CEACAM5","CEACAM6","nichenet_verschueren","nichenet_verschueren"
"850","CEACAM5","CD8A","omnipath","omnipath"
"851","CEACAM5","CEACAM1","omnipath","omnipath"
"852","CEACAM5","CEACAM3","omnipath","omnipath"
"853","CEACAM5","CEACAM7","omnipath","omnipath"
"854","CEACAM5","CEACAM8","omnipath","omnipath"
"855","CEACAM5","LRP8","omnipath","omnipath"
"856","CEACAM6","ITGA1","nichenet_verschueren","nichenet_verschueren"
"857","CEACAM6","UXS1","nichenet_verschueren","nichenet_verschueren"
"858","CEACAM6","CEACAM7","nichenet_verschueren","nichenet_verschueren"
"859","CEACAM6","EGFR","omnipath","omnipath"
"860","CEACAM6","CEACAM8","omnipath","omnipath"
"861","CEACAM6","CEACAM1","omnipath","omnipath"
"862","CEACAM6","CEACAM5","omnipath","omnipath"
"863","CEACAM6","STAB1","omnipath","omnipath"
"864","CEACAM7","CEACAM5","nichenet_verschueren","nichenet_verschueren"
"865","CEACAM7","CEACAM3","nichenet_verschueren","nichenet_verschueren"
"866","CEACAM7","CEACAM6","omnipath","omnipath"
"867","CEACAM8","CEACAM6","nichenet_verschueren","nichenet_verschueren"
"868","CEACAM8","TECTB","nichenet_verschueren","nichenet_verschueren"
"869","CEACAM8","CEACAM5","nichenet_verschueren","nichenet_verschueren"
"870","CEACAM8","CEACAM1","omnipath","omnipath"
"871","CEACAM8","BTN2A2","omnipath","omnipath"
"872","CEACAM8","PTPRO","omnipath","omnipath"
"873","CEL","CXCR4","omnipath","omnipath"
"874","CER1","MRC2","omnipath","omnipath"
"875","CFAP54","CADM3","nichenet_verschueren","nichenet_verschueren"
"876","CFC1","ACVR1B","omnipath","omnipath"
"877","CFC1","ACVR2A","omnipath","omnipath"
"878","CFD","CFB","omnipath","omnipath"
"879","CFH","CFB","omnipath","omnipath"
"880","CFH","ITGAM","omnipath","omnipath"
"881","CFH","SELL","omnipath","omnipath"
"882","CFP","NCR1","omnipath","omnipath"
"883","CGA","FSHR","omnipath","omnipath"
"884","CGA","LHCGR","omnipath","omnipath"
"885","CGA","TSHR","omnipath","omnipath"
"886","CGA","ADCYAP1R1","omnipath","omnipath"
"887","CGA","RAMP3","omnipath","omnipath"
"888","CGA","RAMP2","omnipath","omnipath"
"889","CGA","ADRB2","omnipath","omnipath"
"890","CGA","PTH1R","omnipath","omnipath"
"891","CGA","VIPR1","omnipath","omnipath"
"892","CGA","ADRB3","omnipath","omnipath"
"893","CGA","GPR20","omnipath","omnipath"
"894","CGA","GPR84","omnipath","omnipath"
"895","CGB3","LHCGR","omnipath","omnipath"
"896","CGB7","LHCGR","omnipath","omnipath"
"897","CHAD","ITGA2","omnipath","omnipath"
"898","CHAD","ITGB1","omnipath","omnipath"
"899","CHL1","CNTN5","nichenet_verschueren","nichenet_verschueren"
"900","CHL1","CNTN1","nichenet_verschueren","nichenet_verschueren"
"901","CHL1","SIRPA","omnipath","omnipath"
"902","CHL1","TMEM132A","omnipath","omnipath"
"903","CIB1","ITGA2B","omnipath","omnipath"
"904","CIB1","ITGB3","omnipath","omnipath"
"905","CKLF","CCR4","omnipath","omnipath"
"906","CKLF","LRP6","omnipath","omnipath"
"907","CLCF1","IL6ST","omnipath","omnipath"
"908","CLCF1","CNTFR","omnipath","omnipath"
"909","CLCF1","LIFR","omnipath","omnipath"
"910","CLCF1","CRLF1","omnipath","omnipath"
"911","CLCF1","SORL1","omnipath","omnipath"
"912","CLDN1","CLDN2","omnipath","omnipath"
"913","CLDN1","MMP2","omnipath","omnipath"
"914","CLDN11","CLDN11","nichenet_verschueren","nichenet_verschueren"
"915","CLDN14","CLDN16","omnipath","omnipath"
"916","CLDN16","CLDN19","omnipath","omnipath"
"917","CLDN19","CLDN9","omnipath","omnipath"
"918","CLDN19","CLDN8","omnipath","omnipath"
"919","CLDN19","CLDN6","omnipath","omnipath"
"920","CLDN19","CLDN7","omnipath","omnipath"
"921","CLDN2","CLDN3","omnipath","omnipath"
"922","CLDN24","CLDN24","nichenet_verschueren","nichenet_verschueren"
"923","CLDN3","CLDN1","omnipath","omnipath"
"924","CLEC11A","ITGA10","omnipath","omnipath"
"925","CLEC11A","ITGA11","omnipath","omnipath"
"926","CLEC11A","ITGB1","omnipath","omnipath"
"927","CLEC11A","KIT","omnipath","omnipath"
"928","CLEC2A","KLRF2","omnipath","omnipath"
"929","CLEC2A","KLRB1","omnipath","omnipath"
"930","CLEC2B","KLRF1","omnipath","omnipath"
"931","CLEC2B","KLRB1","omnipath","omnipath"
"932","CLEC2D","KLRB1","omnipath","omnipath"
"933","CLEC2L","NCAM1","nichenet_verschueren","nichenet_verschueren"
"934","CLEC2L","IGSF11","nichenet_verschueren","nichenet_verschueren"
"935","CLEC2L","KLRB1","omnipath","omnipath"
"936","CLEC3A","CLEC10A","omnipath","omnipath"
"937","CLEC3A","CLEC2B","omnipath","omnipath"
"938","CLEC4G","LAG3","omnipath","omnipath"
"939","CLMP","JAML","omnipath","omnipath"
"940","CLU","LRP2","omnipath","omnipath"
"941","CLU","TREM2","omnipath","omnipath"
"942","CLUL1","GPR55","omnipath","omnipath"
"943","CMTM8","EGFR","omnipath","omnipath"
"944","CNMD","PTPRD","omnipath","omnipath"
"945","CNTF","CRLF1","omnipath","omnipath"
"946","CNTF","CNTFR","omnipath","omnipath"
"947","CNTF","IL6ST","omnipath","omnipath"
"948","CNTF","LIFR","omnipath","omnipath"
"949","CNTF","IL6R","omnipath","omnipath"
"950","CNTN1","MCAM","nichenet_verschueren","nichenet_verschueren"
"951","CNTN1","NOTCH1","omnipath","omnipath"
"952","CNTN1","NRCAM","omnipath","omnipath"
"953","CNTN1","NOTCH2","omnipath","omnipath"
"954","CNTN1","PTPRZ1","omnipath","omnipath"
"955","CNTN1","SGCG","omnipath","omnipath"
"956","CNTN1","IL23R","omnipath","omnipath"
"957","CNTN1","FCGRT","omnipath","omnipath"
"958","CNTN1","PCDHB7","omnipath","omnipath"
"959","CNTN1","NFASC","omnipath","omnipath"
"960","CNTN1","CHL1","omnipath","omnipath"
"961","CNTN2","CNTN2","nichenet_verschueren","nichenet_verschueren"
"962","CNTN2","L1CAM","nichenet_verschueren","nichenet_verschueren"
"963","CNTN2","CNTNAP2","omnipath","omnipath"
"964","CNTN2","CNTN1","omnipath","omnipath"
"965","CNTN2","NRCAM","omnipath","omnipath"
"966","CNTN2","NRP1","omnipath","omnipath"
